kod;cena za l kartonovy;supplierId;typeid;popis;balenie;kategoria
112575;3.18;4;6;KASSILLA GMP 460;208L TOT C;
115842;3.19;4;6;MARTOL EV 10 CF;208L TOT C;
158891;3.20;4;6;CARTER XEP 220;20L TOT C;
115250;3.20;4;6;MARTOL EP 405 CF;208L TOT C;
155112;3.21;4;6;DISOLA SGS 40;208L TOT C;
209323;3.21;4;6;MARTOL LVG 5 CF;20L TOT C;
164851;3.22;4;6;MERKAN 23;50K TOT C1;
110385;3.22;4;6;MULTIS EP 2;50K TOT C;
155111;3.23;4;6;DISOLA SGS 40;1000L TOT W;
205285;3.24;4;6;CARTER HD 150;208L TOT C;
205275;3.24;4;6;NATERIA MX 40;1000L TOT W;
205274;3.24;4;6;NATERIA MX 40;208L TOT C;
206919;3.25;4;6;ISOVOLTINE BIO VE;1000L TOT W;
112601;3.25;4;6;LUNARIA FR 46;20L TOT C;
112261;3.26;4;6;MULTIS EP 0;50K TOT C;
130420;3.26;4;6;MULTIS EPL 2A;180K TOT C;
121980;3.27;4;6;AZOLLA DZF 10;208L TOT C;
205242;3.27;4;6;CARTER HD 220;208L TOT C;
167645;3.27;4;6;FINASOL BIO;200L TOT C;
153650;3.27;4;6;FINAVESTAN A 520 B;1000L TOT W;
203632;3.27;4;6;FINAVESTAN A 520 B;208L TOT C1;
167671;3.27;4;6;MARTOL EP 100 CF;208L TOT C;
140072;3.27;4;6;MULTIS EP 00;18K TOT C;
131441;3.28;4;6;KASSILLA GMP 1000;208L TOT C;
115809;3.28;4;6;MARTOL EP 65 CF;20L TOT C;
198009;3.28;4;6;VALONA MS 7009 HC;20L TOT C;
149870;3.29;4;6;FINASOL MF;60L TOT C;
183724;3.29;4;6;OSYRIS DWY 4000;208L TOT C;
205246;3.30;4;6;CARTER HD 320;208L TOT C;
198499;3.31;4;6;LACTUCA WBF 9400;1000L TOT W;
115847;3.31;4;6;MARTOL EV 40 CF;208L TOT C;
112826;3.31;4;6;MULTIS EP 3;180K TOT C;
112451;3.32;4;6;EQUIVIS XV 32;208L TOT C;
115839;3.32;4;6;OSYRIS DWX 3000;200L TOT C;
112556;3.33;4;6;CARTER MS 100;180K TOT C;
115806;3.33;4;6;LACTUCA LT 3000;20L TOT C;
140074;3.33;4;6;MULTIS EP 1;18K TOT C;
140069;3.33;4;6;MULTIS EP 2;18K TOT C;
110396;3.33;4;6;MULTIS MS 2;50K TOT C;
205249;3.34;4;6;CARTER HD 460;208L TOT C;
204083;3.34;4;6;SPIRIT 3000  ;1000L TOT W ;
205280;3.35;4;6;CARTER HD 680;208L TOT C;
157339;3.35;4;6;MARTOL EP 235 CF;208L TOT C;
131010;3.36;4;6;AZOLLA DZF 10;20L TOT C;
112645;3.36;4;6;PV 100;208L TOT C;
157683;3.37;4;6;EQUIVIS XV 32;1000L TOT W;
207934;3.37;4;6;MARTOL EV 45 CF;20L TOT C;
194216;3.39;4;6;LACTUCA WBF 9400;208L TOT C;
140073;3.39;4;6;MULTIS EP 0;18K TOT C;
193670;3.40;4;6;MOLDOL RO;208L TO T C;
111563;3.40;4;6;MULTIS 3;50K TOT C;
140082;3.41;4;6;MULTIS XHV 2;180K TOT C;
112452;3.42;4;6;EQUIVIS XV 46;208L TOT C;
112574;3.42;4;6;KASSILLA GMP 220;208L TOT C;
156659;3.43;4;6;CARTER XEP 680;208L TOT C;
205064;3.43;4;6;ISOVOLTINE BIO VE;208L TOT C;
189129;3.43;4;6;MULTIS FIL EP 2;50K TOT C;
195120;3.43;4;6;MULTIS XHV 2;FLB900L TOT;
121991;3.44;4;6;CARTER ENS 400;50K TOT C;
164852;3.44;4;6;MERKAN 23;18K TOT C1;
204129;3.44;4;6;SPIRIT 5000    ;1000L TOT W ;
112359;3.45;4;6;CARTER EP 1500;208L TOT C;
208612;3.45;4;6;PV 100 PLUS;1000L TOT C;
161610;3.48;4;6;DROSERA MS 2;20L TOT C1;
207566;3.48;4;6;MARTOL EV 45;200L TOT C1;
130421;3.48;4;6;MULTIS EPL 2A;50K TOT C;
208660;3.48;4;6;SERIOLA AB;1000L TOT W;
205963;3.49;4;6;CARTER EP 1500;1000L TOT W;
112360;3.49;4;6;CARTER EP 2200;208L TOT C;
112706;3.50;4;6;BIOHYDRAN RS 38 B;20L TOT C;
112567;3.51;4;6;DROSERA MS 5;20L TOT C;
161649;3.51;4;6;MARTOL EV 10 CF;20L TOT C1;
140129;3.51;4;6;MULTIS 3;18K TOT C;
131440;3.52;4;6;KASSILLA GMP 680;208L TOT C;
140144;3.52;4;6;LICAL EP 2;18K TOT C;
207641;3.53;4;6;VALONA MS 7010 BIO;1000L TOT W;
196531;3.54;4;6;LICA 2;8C1K TO T C;
209322;3.54;4;6;MARTOL LVG 5 CF;4B5L TOT C;
198282;3.54;4;6;MISOLA MAP ZS 150;1000L TOT W;
208649;3.54;4;6;SERIOLA AB;208L TOT C;
147892;3.55;4;6;MULTIS COMPLEX HV 2;180K TOT C;
140076;3.55;4;6;MULTIS MS 2;18K TOT C;
205964;3.56;4;6;CARTER EP 2200;1000L TOT W;
120614;3.56;4;6;CARTER EP 3000;208L TOT C;
167569;3.56;4;6;LICA 2;8C1K TO T Y C;
189127;3.56;4;6;MULTIS FIL EP 2;18K TOT C;
112427;3.57;4;6;LUNARIA FR 32;208L TOT C;
198182;3.57;4;6;MISOLA MAP ZS 150;208L TOT C;
205286;3.58;4;6;CARTER HD 150;20L TOT C;
167562;3.58;4;6;LICA 3;8C1K TO T Y C;
130422;3.59;4;6;MULTIS EPL 2A;18K TOT C;
112648;3.59;4;6;PV 100 PLUS;208L TOT C;
218568;3.59;4;6;VALONA MS 7022 BIO;1000L TOT W;
160783;3.60;4;6;EQUIVIS XLT 32;208L TOT C;
147953;3.60;4;6;MULTIS EP 000;18K TOT C;
205699;3.60;4;6;SPIRIT 5000   ;20L TOT C ;
115840;3.61;4;6;OSYRIS DWX 3000;19L   T OT C;
201003;3.61;4;6;VALONA MQL 3036 BIO;208L TOT C;
205962;3.62;4;6;CARTER EP 3000;1000L TOT W;
205243;3.62;4;6;CARTER HD 220;20L TOT C;
207637;3.62;4;6;VALONA MS 7010 BIO;208L TOT C;
183723;3.63;4;6;OSYRIS DWY 4000;20L TOT C;
156712;3.64;4;6;CARTER ALS 220;208L TOT C;
205247;3.64;4;6;CARTER HD 320;20L TOT C;
140083;3.64;4;6;MULTIS XHV 2;50K TOT C;
112712;3.65;4;6;HYDRANSAFE HFDU 46;1000L TOT W;
199430;3.65;4;6;MISOLA MAP ZS 320;208L TOT C;
112501;3.66;4;6;EQUIVIS XV 32;20L TOT C;
140185;3.67;4;6;CALORIS 23;180K TOT C;
170459;3.67;4;6;CARTER ALS 460;208L TOT C;
176852;3.67;4;6;MARTOL EP 180;208L TOT C;
115831;3.67;4;6;MARTOL FMO 3 CF;208L TOT C;
218567;3.67;4;6;VALONA MS 7022 BIO;208L TOT C;
163330;3.68;4;6;BIOHYDRAN TMP 46;208L TOT C1;
163279;3.68;4;6;BIOHYDRAN TMP 46;20L TOT C1;
205310;3.68;4;6;CARTER HD 460;20L TOT C;
205281;3.69;4;6;CARTER HD 680;20L TOT C;
132954;3.69;4;6;FINASOL FPI;200L TOT C;
166131;3.70;4;6;LACTUCA MSF 5200;208L TOT C;
212300;3.71;4;6;VALONA MS 5016 BIO;1000L TOT W;
212299;3.71;4;6;VALONA MS 5016 BIO;208L TOT C;
197983;3.72;4;6;MARTOL EP 79;208L TOT C;
210403;3.72;4;6;MISOLA MAP ZS 220;1000L TOT W;
199434;3.72;4;6;MISOLA MAP ZS 220;208L TOT C;
112635;3.72;4;6;ORITES DS 270;200K TOT C;
112646;3.72;4;6;PV 100;20L TOT C;
156106;3.73;4;6;EQUIVIS XLT 22;208L TOT C;
194215;3.73;4;6;LACTUCA WBF 9400;20L TOT C;
200503;3.73;4;6;MARTOL EP 185;208L TOT C;
168517;3.73;4;6;NEVASTANE HTF;208L TOT C;
120660;3.74;4;6;PNEUMA SY;20L TOT C;
211910;3.75;4;6;CORTIS ZS 100;208L TOT C;
211886;3.75;4;6;CORTIS ZS 220;208L TOT C;
110384;3.76;4;6;MULTIS EP 2;4C5K TOT C;
147894;3.77;4;6;MULTIS COMPLEX HV 2;18K TOT C;
140075;3.77;4;6;MULTIS EP 3;18K TOT C;
121049;3.77;4;6;MULTIS XHV 2;18K TOT C;
204128;3.77;4;6;SPIRIT 5000    ;208L TOT C ;
163331;3.78;4;6;BIOHYDRAN TMP 46;1000L TOT W1;
203843;3.79;4;6;MARTOL EP 235 CF;60L TOT C;
211892;3.80;4;6;CORTIS ZS 150;208L TOT C;
183748;3.81;4;6;FINASOL BIO;25L TOT Z;
110362;3.82;4;6;MULTIS 2;4C5K TOT C;
212298;3.82;4;6;VALONA MS 5016 BIO;20L TOT C;
112649;3.83;4;6;PV 100 PLUS;20L TOT C;
199929;3.85;4;6;HYDRAN BE XL 46;208L TOT C;
112711;3.85;4;6;HYDRANSAFE HFDU LC 168;1000L TOT W;
175754;3.86;4;6;SPIRIT WBF 5400;1000L TOT W;
207553;3.87;4;6;MULTIS COMPLEX EP 2;180K+L TOT C;
190547;3.87;4;6;NEVASTANE AW 22;208L TOT C;
190504;3.87;4;6;NEVASTANE AW 32;208L TO T C;
155084;3.87;4;6;OSYRIS DWL 3550;200L TOT C;
190508;3.88;4;6;NEVASTANE AW 46;208L TOT C;
208648;3.88;4;6;SERIOLA AB;20L TOT C;
190551;3.89;4;6;NEVASTANE AW 68;208L TO T C;
127522;3.90;4;6;COPAL EP 00;180K TOT C;
211888;3.91;4;6;CORTIS ZS 320;208L TOT C;
160784;3.94;4;6;EQUIVIS XLT 32;20L   T OT C;
110389;3.95;4;6;MULTIS EP 3;50K TOT C;
174341;3.95;4;6;SPIRIT WBF 5400;208L TOT C;
201002;3.95;4;6;VALONA MQL 3036 BIO;20L TOT C;
146228;3.96;4;6;CARTER ENS/EP 700;180K TOT C;
164570;3.96;4;6;EQUIVIS XLT 15;208L TOT C;
156782;3.96;4;6;HYDRANSAFE HFDU 46;208L TOT C1;
186857;3.96;4;6;SPIRIT WBA 5600;208L TOT C;
208573;3.96;4;6;VALONA MS 7010 BIO;20L TOT C;
168791;3.97;4;6;AXA CO 1;180K TOT C;
132951;3.97;4;6;FINASOL HD;25L TOT C;
160840;3.97;4;6;MULTIS 3;12C1K TOT C1;
147893;3.97;4;6;MULTIS COMPLEX HV 2;50K TOT C;
140186;3.98;4;6;CALORIS 23;18K TOT C;
168516;3.98;4;6;NEVASTANE HTF;1000L TOT W;
157720;3.98;4;6;ORITES DS 270X;200K TOT C;
112506;3.99;4;6;HYDRANSAFE HFDU 46;20L TOT C;
157665;3.99;4;6;VULSOL MSF 5200;208L TOT C;
206072;331.44;4;6;FLUOLOG K 240;10T08K TLG Z;
206071;331.44;4;6;FLUOLOG K 240;12C1K TLG Z;
195291;4.00;4;6;MARTOL EP 180;20L TOT C;
112652;4.01;4;6;PV SH 100;20L TOT C;
218566;4.01;4;6;VALONA MS 7022 BIO;20L TOT C;
114696;4.02;4;6;CORTIS ZS 460;208L TOT C;
130013;4.03;4;6;MULTIS MS 2;4C5K TOT C;
166130;4.04;4;6;LACTUCA MSF 5200;20L TOT C;
189126;4.05;4;6;MULTIS FIL EP 2;4C5K TOT C;
183447;4.06;4;6;CERAN XM 100;180K TO T C;
175404;4.06;4;6;LACTUCA WBA 5400;208L TOT C;
166181;4.07;4;6;EQUIVIS XLT 22;20L TOT C;
183667;4.07;4;6;LICAL MS 2;180K TOT C;
110369;4.07;4;6;MULTIS COMPLEX EP 2;180K TOT C;
206078;4.09;4;6;MARTOL EP 185;20L TOT C;
160804;4.09;4;6;MULTIS EP 2;24T04K TOT C1;
164137;4.09;4;6;MULTIS XHV00;50K TOT C;
188811;4.11;4;6;AXA GA 3;170K+L TOT C;
160743;4.11;4;6;MULTIS EP 2;12C1K TOT C1;
189257;4.12;4;6;SERADE WQ PLUS;5L TOT C;
112456;4.13;4;6;HYDRANSAFE HFDU LC 168; 208L TOT C;
157463;4.14;4;6;MULTIS COMPLEX EP 3;180K TOT C;
146497;4.15;4;6;MULTIS EP 00;12,5K TOT C;
176269;4.16;4;6;CERAN XM 220;180K TOT C;
207567;4.16;4;6;CERAN XM 220;180K+L TOT C;
160745;4.16;4;6;MULTIS 2;12C1K TOT C1;
110519;4.17;4;6;CHAINLUB;200L TOT C;
157813;4.17;4;6;SPIRIT WBF 7200;208L TOT C;
112470;4.18;4;6;LUNARIA FR 32;20L TOT C;
134254;4.19;4;6;FINATUROL D;1000L TOT W;
112445;4.19;4;6;LUNARIA SH 46;208L TOT C;
178837;4.20;4;6;AXA CO 1;50K TOT C;
188795;4.20;4;6;AXA GR 1;180K+L TOT C;
140192;4.20;4;6;COPAL GEP 0;180K TOT C;
112720;4.20;4;6;LUNARIA SH 46;1000L TOT W;
110371;4.20;4;6;MULTIS COMPLEX EP 2;50K TOT C;
160828;4.20;4;6;MULTIS EP 1;24T04K TOT C1;
140210;4.21;4;6;CARTER ENS/EP 700;50K TOT C;
200858;4.21;4;6;CERAN XM 220;FLB900L TOT;
182158;4.21;4;6;CERAN XM 460;180K TOT C;
207568;4.21;4;6;CERAN XM 460;180K+L TOT C;
159198;4.21;4;6;MULTIS 2;24T04K TOT C1;
190503;4.21;4;6;NEVASTANE AW 32;20L TOT C;
161643;4.21;4;6;OSYRIS DWL 3550;20L TOT C;
207556;4.22;4;6;FINATUROL HT SP;1000L TOT W;
190546;4.22;4;6;NEVASTANE AW 22;20L TOT C;
190507;4.22;4;6;NEVASTANE AW 46;20L TOT C;
207555;4.23;4;6;FINATUROL HT SP;208L TOT C;
190550;4.24;4;6;NEVASTANE AW 68;20L TOT C;
140071;4.26;4;6;MULTIS COMPLEX EP 2;18K TOT C;
197903;4.27;4;6;CERAN XM 460;FLB900L TOT;
197276;4.27;4;6;CERAN XM 720;180K TOT C;
189124;4.27;4;6;MULTIS FIL EP 2;24T04K TOT C;
183620;4.28;4;6;CERAN XM 100;50K TOT C;
164571;4.29;4;6;EQUIVIS XLT 15;20L   T OT C;
175755;4.29;4;6;SPIRIT WBF 5400;20L TOT C;
183759;4.30;4;6;LICAL MS 2;50K TOT C;
209464;4.30;4;6;SERIOLA CLEANER;208L TOT C;
186856;4.30;4;6;SPIRIT WBA 5600;20L TOT C;
160663;4.31;4;6;LACTUCA DDC 5000;1000L TOT W;
160746;4.31;4;6;MULTIS MS 2;12C1K TOT C1;
134253;4.32;4;6;FINATUROL D;208L TOT C;
163333;4.33;4;6;BIOHYDRAN TMP 68;208L TOT C1;
146847;4.36;4;6;L210 GREASE;180K NEU C;
147903;4.36;4;6;MULTIS COMPLEX EP 3;50K TOT C;
132500;4.36;4;6;VALONA MQL 3046;208L TOT C;
167525;4.37;4;6;MARTOL EP 235 CF;20L TOT C;
179302;4.38;4;6;CERAN XM 220;50K TOT C;
161654;4.38;4;6;VULSOL MSF 5200;20L TOT C;
150080;4.39;4;6;CERAN CA;180K TOT C;
132955;4.39;4;6;FINASOL FPI;25L TOT C;
175090;4.39;4;6;HYDRANSAFE HFA S5;208L TOT C;
201138;4.39;4;6;MARTOL SOLUBLE ST;208L TOT C;
178847;4.39;4;6;SPIRIT WBF 7200;1000L TOT W;
160664;4.40;4;6;LACTUCA DDC 5000;208L TOT C;
175405;4.40;4;6;LACTUCA WBA 5400;20L TOT C;
187894;4.40;4;6;OSYRIS DWY 6000;200L TO T C;
155147;4.41;4;6;MULTIS COMPLEX MV 2;180K TOT C;
175044;4.41;4;6;VULSOL MSF 5200;1000L TOT W;
140193;4.42;4;6;COPAL GEP 0;18K TOT C;
160803;4.42;4;6;MULTIS MS 2;24T04K TOT C1;
188796;4.43;4;6;AXA GR 1;50K+L TOT C;
163334;4.43;4;6;BIOHYDRAN TMP 68;1000L TOT W1;
167268;4.44;4;6;CERAN XM 100;18K TOT C;
140120;4.44;4;6;COPAL EP 2;180K TOT C;
168333;4.45;4;6;NEVASTANE ANTIFREEZE;205L TOT C;
134343;4.46;4;6;FINATUROL D;25L TOT C;
206702;4.47;4;6;LICA 2;24T04K TOT C;
178530;4.48;4;6;MULTIS COMPLEX EP 3;24T04K TOT C;
157664;4.49;4;6;VULSOL MSF 7200;208L TOT C;
182241;4.50;4;6;CERAN XM 460;50K TOT C;
190582;4.50;4;6;NEVASTANE EP 320;208L TOT C;
206401;4.50;4;6;SPIRIT 7000        20;8L   TOT C ;
161653;4.51;4;6;SPIRIT WBF 7200;20L TOT C;
189329;4.52;4;6;SERADE AW SYNTHETIC;20L TOT C;
210045;4.53;4;6;CERAN XM 320;180K TOT C;
140070;4.53;4;6;MULTIS ZS 000;18K TOT C;
159188;4.54;4;6;HYDRANSAFE HFDU 68;1000L TOT W1;
163332;4.55;4;6;BIOHYDRAN TMP 68;20L TOT C1;
197277;4.57;4;6;CERAN XM 720;50K TOT C;
157422;4.57;4;6;LUNARIA SH 68;208L TOT C;
202814;4.58;4;6;AXA GR 1;FLB900L TOT;
124141;4.58;4;6;AZOLLA NET HC;20L TOT C;
199387;4.58;4;6;ISOVOLTINE BIO;1000L TOT W;
183758;4.58;4;6;LICAL MS 2;18K TOT C;
140106;4.58;4;6;MULTIS ZS 000;180K TOT C;
110404;4.58;4;6;MULTIS ZS 000;50K TOT C;
112476;4.59;4;6;LUNARIA SH 46;20L TOT C;
197278;4.60;4;6;CERAN XM 720;18K TOT C;
150081;4.63;4;6;CERAN CA;50K TOT C;
182159;4.63;4;6;CERAN XM 460;18K TOT C;
209463;4.63;4;6;SERIOLA CLEANER;20L TOT C;
140208;4.64;4;6;AXA GR 1;18K TOT C;
155148;4.64;4;6;MULTIS COMPLEX MV 2;50K TOT C;
190655;4.64;4;6;NEVASTANE EP 100;208L TOT C;
187806;4.66;4;6;MULTIS COMPLEX XHV2 MOLY;180K TOT C;
177040;4.67;4;6;CERAN XM 220;18K TOT C;
140105;4.67;4;6;COPAL EP 2;50K TOT C;
134344;4.68;4;6;FINATUROL D;4B5L TOT C;
190641;4.69;4;6;ALTIS HV 1;180K TOT C;
148631;4.69;4;6;MULTIS COMPLEX EP 2;4C5K TOT C;
112595;4.70;4;6;DACNIS SH 46;208L TOT C;
201137;4.71;4;6;MARTOL SOLUBLE ST;20L TOT C;
160874;4.71;4;6;VULSOL MSF 7200;20L TOT C;
206402;4.72;4;6;SPIRIT 7000    ;1000L  TOT W ;
164381;4.73;4;6;ISOVOLTINE BIO;205L TOT C;
160665;4.73;4;6;LACTUCA DDC 5000;20L TOT C;
112528;4.73;4;6;MISOLA MAP 220;208L TOT C;
130016;4.74;4;6;BIOMERKAN RS;180K TOT C;
179277;4.74;4;6;FINADET SW;198L TOT C;
213151;4.74;4;6;ORITES DS 270 R;200K TOT C;
202218;4.74;4;6;ORITES DS 270D;200K TOT C;
187895;4.74;4;6;OSYRIS DWY 6000;19L TOT C;
132501;4.75;4;6;VALONA MQL 3046;20L TOT C;
159189;4.76;4;6;HYDRANSAFE HFDU 68;208L TOT C1;
153310;4.77;4;6;MULTIS COMPLEX HV 2 MOLY;180K+L TOT C;
140141;4.80;4;6;CERAN MS;180K TOT C;
204391;4.80;4;6;CERAN XM 460 AMF 2;180K TOT C;
148070;4.83;4;6;MISOLA MAP 150;208L TOT C;
174028;4.83;4;6;MULTIS COMPLEX MV 2;18K TOT C;
190585;4.83;4;6;NEVASTANE EP 460;208L TO T C;
208743;4.84;4;6;MISOLA MAP 320;1000L TOT W;
163320;4.85;4;6;BIOHYDRAN TMP 32;208L TOT C1;
111654;4.86;4;6;CALORIS MS 23;50K TOT C;
121064;4.86;4;6;CERAN GEP;180K TOT C;
160820;4.86;4;6;MULTIS EP 3;24T04K TOT C1;
189122;4.86;4;6;MULTIS FIL EP 2 (LS);24T04K TOT C;
126851;4.87;4;6;DACNIS SH 32;208L TOT C;
112529;4.88;4;6;MISOLA MAP 320;208L TOT C;
210041;4.89;4;6;CERAN XM 320;50K TOT C;
210897;4.92;4;6;DACNIS SH 32;1000L TOT W;
157423;4.92;4;6;LUNARIA SH 68;20L TOT C;
190581;4.93;4;6;NEVASTANE EP 320;20L TOT C;
190586;4.93;4;6;NEVASTANE EP 680;208L TO T C;
112750;4.94;4;6;NATERIA X 405;208L TOT C;
150082;4.95;4;6;CERAN CA;18K TOT C;
134360;4.97;4;6;BIOMERKAN RS;50K TOT C;
209335;4.97;4;6;CERAN HRM 460;180K+L TOT C;
132406;4.97;4;6;MULTIS ZS 000;4C5K TOT C;
161808;4.98;4;6;BIOHYDRAN TMP 32;1000L TOT W1;
140126;4.98;4;6;COPAL EP 2;18K TOT C;
190654;4.99;4;6;NEVASTANE EP 100;20L TOT C;
209412;5.01;4;6;CERAN HRM 460;FLB900L TOT;
112591;5.04;4;6;DACNIS SH 46;20L TOT C;
190583;5.04;4;6;NEVASTANE EP 460;20L TOT C;
210042;5.05;4;6;CERAN XM 320;18K TOT C;
147898;5.05;4;6;MULTIS COMPLEX S2A;180K TOT C;
206400;5.05;4;6;SPIRIT 7000    ;20L TOT C ;
212923;5.07;4;6;DACNIS SH 68;1000L TOT W;
126853;5.07;4;6;DACNIS SH 68;208L TOT C;
160801;5.08;4;6;MULTIS XHV 2;24T04K TOT C1;
167873;5.09;4;6;BIOHYDRAN TMP 100;208L TOT C;
204300;5.09;4;6;CARTER OGL 1000 M;180K TOT C;
140142;5.09;4;6;CERAN GEP;50K TOT C;
140064;5.12;4;6;CERAN MS;18K TOT C;
197737;5.12;4;6;VALONA MQL 5035;208L TOT C;
112639;5.14;4;6;ORITES DS 125;200K TOT C;
209411;5.15;4;6;CERAN HRM 460;50K TOT C;
204392;5.15;4;6;CERAN XM 460 AMF 2;50K TOT C;
190579;5.15;4;6;NEVASTANE EP 220;208L TOT C;
190587;5.15;4;6;NEVASTANE EP 680;20L TOT C;
163321;5.19;4;6;BIOHYDRAN TMP 32;20L TOT C1;
112592;5.21;4;6;DACNIS SH 32;20L TOT C;
156540;5.24;4;6;CERAN ST 2;18K TOT C;
140114;5.26;4;6;BIOMERKAN RS;18K TOT C;
140187;5.26;4;6;CALORIS MS 23;180K TOT C;
209410;5.26;4;6;CERAN HRM 460;18K TOT C;
190575;5.26;4;6;NEVASTANE EP 150;208L TO T C;
206168;5.26;4;6;NEVASTANE MP 1.5;180K+L TOT C;
160816;5.30;4;6;MULTIS COMPLEX EP 2;24T04K TOT C1;
175401;5.32;4;6;VULSOL WBF 7219;208L TOT C;
160802;5.34;4;6;LICAL EP 2;24T04K TOT C1;
189325;5.34;4;6;SERADE ACR FERROUS;20L TOT C;
156239;5.35;4;6;CERAN ST 2;180K TOT C;
190578;5.37;4;6;NEVASTANE EP 220;20L TOT C;
145184;5.39;4;6;JARYTHERM BT 06;200K TOT C;
112594;5.41;4;6;DACNIS SH 68;20L TOT C;
204301;5.43;4;6;CARTER OGL 1000 M;18K TOT C;
130919;5.44;4;6;BIOHYDRAN TMP 100;20L TOT C;
167564;5.44;4;6;LICA 2;8T04K T OT Y C;
157461;5.45;4;6;VALONA MQL 5035;20L TOT C1;
168526;5.45;4;6;VULSOL GLASSCUT;208L TOT C;
140087;5.46;4;6;CERAN MS;50K TOT C;
188809;5.48;4;6;NEVASTANE 2+;180K+L TOT C;
190574;5.48;4;6;NEVASTANE EP 150;20L TOT C;
147899;5.50;4;6;MULTIS COMPLEX S2A;50K TOT C;
147900;5.51;4;6;MULTIS COMPLEX S2A;18K TOT C;
127575;5.52;4;6;NEVASTANE FLUSH OIL;5GAL TOT C US;
187564;5.56;4;6;BIOPRESLIA HT 46;208L TOT C;
168527;5.56;4;6;VULSOL GLASSCUT;20L TOT C;
152100;5.58;4;6;CERAN AD PLUS;180K TOT C;
216693;5.59;4;6;NEVASTANE MP 1.5;16K TOT C;
216694;5.59;4;6;NEVASTANE MP 1.5;50K+L TOT C;
187562;5.62;4;6;BIOPRESLIA HT 32;208L TOT C;
189121;5.62;4;6;MULTIS COMPLEX HV 2 (LS);24T04K TOT C;
175400;5.65;4;6;VULSOL WBF 7219;20L TOT C;
199648;5.66;4;6;CARTER SG 220;208L TOT C;
187449;5.68;4;6;BIOPRESLIA HT 22;208L TOT C;
183656;5.68;4;6;DACNIS SH 100;208L TOT C;
112473;5.68;4;6;LUNARIA SK 55;20L TOT C;
178225;5.70;4;6;NEVASTANE 2+;16K TOT C;
199506;5.72;4;6;CARTER SG 150;208L TOT C;
190589;5.75;4;6;NEVASTANE EP 1000;20L TOT C;
199672;5.76;4;6;CARTER SG 320;208L TOT C;
161389;5.79;4;6;COPAL MS 2;180K TOT C;
156085;5.79;4;6;COPAL OGL 2;18K TOT C;
115768;5.80;4;6;OSYRIS X 9100;190L TO T C;
199649;5.82;4;6;CARTER SG 220;20L TOT C;
152101;5.82;4;6;CERAN AD PLUS;50K TOT C;
170277;5.84;4;6;MARTOL SPIROLL SE 100;208L TOT C;
112461;5.88;4;6;CARTER SH 150;208L TOT C;
199507;5.89;4;6;CARTER SG 150;20L TOT C;
170306;5.90;4;6;MARTOL SPIROLL SE 68;208L TOT C;
187563;5.91;4;6;BIOPRESLIA HT 46;20L TOT C;
112442;5.91;4;6;LUNARIA SK 100;208L TOT C;
157478;5.93;4;6;CARTER SY 150;208L TOT C;
157479;5.93;4;6;CARTER SY 150;20L TOT C;
110513;5.93;4;6;CARTER SY 220;208L TOT C;
112371;5.93;4;6;CARTER SY 320;208L TOT C;
112729;5.93;4;6;SERIOLA D TH;208L TOT C;
160826;5.95;4;6;CALORIS 23;24T04K TOT C1;
178855;6.01;4;6;BIOHYDRAN SE 46;208L TOT C2;
161242;6.01;4;6;COPAL MS 2;50K TOT C;
187560;6.02;4;6;BIOPRESLIA HT 22;20L TOT C;
112593;6.02;4;6;DACNIS SH 100;20L TOT C;
196299;6.05;4;6;BIOHYDRAN SE 46;1000L TOT W;
140197;6.05;4;6;MARSON WR2;180K TOT C;
152102;6.06;4;6;CERAN AD PLUS;18K TOT C;
156086;6.06;4;6;COPAL OGL 0;180K TOT C;
178852;6.10;4;6;BIOHYDRAN SE 32;208L TOT C2;
199673;6.10;4;6;CARTER SG 320;20L TOT C;
115769;6.13;4;6;OSYRIS X 9100;17L TOT C;
161400;6.14;4;6;COPAL MS 2;18K TOT C;
188251;6.14;4;6;NEVASTANE XMF 00;16K TOT C;
187965;6.14;4;6;NEVASTANE XMF 1;180K TO T C;
186780;6.14;4;6;NEVASTANE XMF 2;180K ;
112462;6.15;4;6;CARTER SH 220;208L TOT C;
110514;6.15;4;6;CARTER SY 220;20L TOT C;
112730;6.15;4;6;SERIOLA D TH;20L TOT C;
199635;6.17;4;6;CARTER SG 460;208L TOT C;
160833;6.17;4;6;MULTIS COMPLEX S2A;24T04K TOT C1;
199420;6.19;4;6;CERAN XM 220 MOLY;50K TOT C;
180232;6.21;4;6;UREAGREASE HDP 460;180K NEU C;
160832;6.22;4;6;MULTIS COMPLEX HV 2;24T04K TOT C1;
112537;6.25;4;6;CARTER SH 150;20L TOT C;
140155;6.25;4;6;JARYTHERM DBT;200K TOT C;
112474;6.25;4;6;LUNARIA SK 100;20L TOT C;
182305;6.25;4;6;NEVASTANE HD2T;16K TOT C;
156087;6.28;4;6;COPAL OGL 0;50K TOT C;
140199;6.28;4;6;MARSON WR2;50K TOT C;
209766;6.30;4;6;PLANETELF PAG K 40;208L TOT C KR;
205915;6.31;4;6;GRAFOLOG H 0+;180K TLG C;
146190;6.32;4;6;ALTIS EM 2;180K TOT C;
115835;6.32;4;6;MARTOL FMO 15 CF;208L TOT C;
178856;6.35;4;6;BIOHYDRAN SE 46;20L TOT C2;
183136;6.35;4;6;DACNIS LPG 150;208L TOT C;
110524;6.36;4;6;CORTIS SHT 200;208L TOT C;
