155249;7.12;5;2
155247;6.18;5;2
153346;7.05;5;2
153363;5.5;5;2
153347;6.83;5;2
154288;6.71;5;2
154275;5.27;5;2
154302;5.79;5;2
154273;5.84;5;2
154291;6.29;5;2
154295;6.29;5;2
154299;5.37;5;2
154313;6.8;5;2
154314;5.61;5;2
154321;6.16;5;2
154318;6.71;5;2
153439;7.23;5;2
153438;6.13;5;2
153685;7.03;5;2
154147;7.33;5;2
154144;6.01;5;2
154151;7.11;5;2
153688;5.5;5;2
153668;6.72;5;2
153670;5.5;5;2
153689;6.05;5;2
153730;5.97;5;2
153687;6.52;5;2
153669;6.76;5;2
153680;5.55;5;2
153644;5.54;5;2
153634;6.82;5;2
153628;5.5;5;2
153645;6.05;5;2
153640;6.6;5;2
154807;5.71;5;2
155529;5.69;5;2
156082;5.62;5;2
156073;#VALUE!;5;2
156075;4.61;5;2
152318;6.02;5;2
151311;4.63;5;2
154998;5.32;5;2
154997;4;5;2
155000;5.1;5;2
154999;5.1;5;2
155001;4.31;5;2
154486;5.08;5;2
154483;3.76;5;2
154488;4.86;5;2
152866;5.01;5;2
152867;3.85;5;2
154533;4.35;5;2
152865;4.92;5;2
151236;3.82;5;2
156281;5.33;5;2
156272;4;5;2
156275;4.78;5;2
156286;4.54;5;2
156282;5.1;5;2
156283;5.1;5;2
156274;#VALUE!;5;2
152172;4.65;5;2
152170;6.19;5;2
154535;5.13;5;2
151194;3.98;5;2
150689;4.05;5;2
154537;4.51;5;2
155776;5.59;5;2
155076;#VALUE!;5;2
155774;5.37;5;2
155775;5.37;5;2
155851;5.39;5;2
155850;4.07;5;2
155855;4.62;5;2
155853;4.98;5;2
155856;5.17;5;2
155852;5.17;5;2
155854;4.4;5;2
156203;5.51;5;2
156212;4.17;5;2
156205;4.73;5;2
156204;5.29;5;2
156213;4.5;5;2
152356;5.15;5;2
151214;3.73;5;2
154447;5.09;5;2
151215;3.78;5;2
153319;5.97;5;2
153318;4.59;5;2
151775;4.84;5;2
150010;3.48;5;2
150011;3.96;5;2
153734;4.12;5;2
151776;4.46;5;2
154542;4.66;5;2
150568;3.52;5;2
151523;4.71;5;2
151174;3.46;5;2
153735;3.96;5;2
151528;4.57;5;2
154543;4.46;5;2
151524;3.33;5;2
150711;3.96;5;2
151452;5.02;5;2
150712;3.96;5;2
150941;4.41;5;2
153736;4.41;5;2
151453;4.83;5;2
154544;4.83;5;2
150942;3.77;5;2
154764;5.19;5;2
154739;3.87;5;2
154742;4.42;5;2
154766;4.97;5;2
154767;5.08;5;2
154767;5.08;5;2
