55274021;3.28;2;10
56300211;2.80;2;10
56300221;2.89;2;10
56300230;2.96;2;10
56300241;3.04;2;10
56300243;3.04;2;10
56300250;3.24;2;10
56300261;3.38;2;10
56300321;3.71;2;10
56300361;4.37;2;10
56302121;4.78;2;10
56302143;5.05;2;10
56302150;5.27;2;10
56303121;3.32;2;10
56303161;3.81;2;10
56304011;2.53;2;10
56304021;2.62;2;10
56304030;2.70;2;10
56304041;2.78;2;10
56304043;2.78;2;10
56304050;2.95;2;10
56304061;3.12;2;10
56304121;2.68;2;10
56304130;2.75;2;10
56304143;2.84;2;10
56304150;3.01;2;10
56304161;3.18;2;10
56310011;2.71;2;10
56310021;2.80;2;10
56310030;2.88;2;10
56310041;3.08;2;10
56310043;3.08;2;10
56310050;3.27;2;10
56310061;3.49;2;10
56310211;2.80;2;10
56310221;2.89;2;10
56310230;2.97;2;10
56310241;3.05;2;10
56310243;3.05;2;10
56310250;3.22;2;10
56310261;3.38;2;10
56310411;2.96;2;10
56310421;3.05;2;10
56310430;3.12;2;10
56310441;3.20;2;10
56310443;3.20;2;10
56310450;3.37;2;10
56310461;3.54;2;10
56310521;3.02;2;10
56310530;3.10;2;10
56310541;3.18;2;10
56310543;3.18;2;10
56310550;3.35;2;10
56310561;3.52;2;10
56310621;3.11;2;10
56310643;3.27;2;10
56310650;3.44;2;10
56310661;3.61;2;10
56310721;2.91;2;10
56310741;3.06;2;10
56310743;3.06;2;10
56310750;3.23;2;10
56310761;3.40;2;10
56310821;3.41;2;10
56310830;3.49;2;10
56310841;3.57;2;10
56310843;3.57;2;10
56310850;4.04;2;10
56310861;4.19;2;10
56310950;3.96;2;10
56310961;4.13;2;10
56311011;3.76;2;10
56311021;3.80;2;10
56311030;3.90;2;10
56311043;4.00;2;10
56311061;4.32;2;10
56311121;3.23;2;10
56311130;3.30;2;10
56311141;3.41;2;10
56311143;3.41;2;10
56311150;3.60;2;10
56311161;3.79;2;10
56311211;2.86;2;10
56311221;2.90;2;10
56311230;3.01;2;10
56311241;3.20;2;10
56311243;3.20;2;10
56311250;3.35;2;10
56311261;3.65;2;10
56311311;3.54;2;10
56311321;3.55;2;10
56311330;3.66;2;10
56311341;3.95;2;10
56311343;3.95;2;10
56311350;4.13;2;10
56311361;4.23;2;10
56311430;2.71;2;10
56311441;2.79;2;10
56311443;2.79;2;10
56311450;2.96;2;10
56311461;3.12;2;10
56311521;2.95;2;10
56311530;3.02;2;10
56311541;3.11;2;10
56311543;3.11;2;10
56311550;3.28;2;10
56311561;3.44;2;10
56311611;3.08;2;10
56311621;3.12;2;10
56311630;3.20;2;10
56311641;3.50;2;10
56311643;3.50;2;10
56311650;3.55;2;10
56311661;3.65;2;10
56311721;4.10;2;10
56311730;4.21;2;10
56311741;4.58;2;10
56311743;4.58;2;10
56311761;4.95;2;10
56311821;2.85;2;10
56311830;2.93;2;10
56311841;3.13;2;10
56311843;3.13;2;10
56311850;3.31;2;10
56311861;3.50;2;10
56311943;3.72;2;10
56311961;4.10;2;10
56312421;3.27;2;10
56312430;3.38;2;10
56312443;3.49;2;10
56312461;3.87;2;10
56312521;3.18;2;10
56312530;3.26;2;10
56312543;3.37;2;10
56312561;3.75;2;10
56312721;3.31;2;10
56312730;3.39;2;10
56312743;3.47;2;10
56312761;3.80;2;10
56312843;2.92;2;10
56312861;3.25;2;10
56312921;3.31;2;10
56312930;3.39;2;10
56312943;3.47;2;10
56312950;3.70;2;10
56315030;3.77;2;10
56315061;4.18;2;10
56315161;3.21;2;10
56316030;3.05;2;10
56316043;3.13;2;10
56316061;3.47;2;10
56316530;3.32;2;10
56316543;3.40;2;10
56316561;3.74;2;10
56320061;6.38;2;10
56320121;3.26;2;10
56320161;3.77;2;10
56320661;3.31;2;10
56320861;5.21;2;10
56323041;2.83;2;10
56323061;3.17;2;10
56323141;2.88;2;10
56323161;3.22;2;10
56602521;2.61;2;10
56605511;2.62;2;10
56605521;2.72;2;10
56605611;2.75;2;10
56605621;2.78;2;10
56622041;2.78;2;10
56643021;2.68;2;10
56751021;2.23;2;10
56751041;2.46;2;10
56752011;2.27;2;10
56752021;2.27;2;10
56752041;2.47;2;10
56753021;2.26;2;10
56753041;2.52;2;10
56754221;2.30;2;10
56754241;2.56;2;10
56755041;2.64;2;10
56771121;2.80;2;10
56782011;2.30;2;10
56782021;2.32;2;10
56782030;2.40;2;10
56782041;2.52;2;10
56791521;2.36;2;10
56791530;2.47;2;10
56791541;2.62;2;10
56810511;2.46;2;10
56810711;2.75;2;10
56810721;2.84;2;10
56810761;3.33;2;10
56810830;2.95;2;10
56810861;3.37;2;10
56810921;2.65;2;10
56810930;2.72;2;10
56810941;2.85;2;10
56810950;3.02;2;10
56810961;3.15;2;10
56811021;2.96;2;10
56811030;3.03;2;10
56811050;3.28;2;10
56811061;3.45;2;10
56811111;2.92;2;10
56811121;3.01;2;10
56811130;3.08;2;10
56811150;3.33;2;10
56811161;3.50;2;10
56811211;3.17;2;10
56811221;3.26;2;10
56811230;3.34;2;10
56811241;3.42;2;10
56811250;3.64;2;10
56811261;3.76;2;10
56811311;2.26;2;10
56811321;2.35;2;10
56811330;2.43;2;10
56811350;2.68;2;10
56811361;2.85;2;10
56811421;2.41;2;10
56811430;2.49;2;10
56811450;2.75;2;10
56811461;2.92;2;10
56811550;2.81;2;10
56811561;2.98;2;10
56824011;2.47;2;10
56824021;2.51;2;10
56824030;2.62;2;10
56824041;2.81;2;10
56832111;2.23;2;10
56832121;2.31;2;10
56832130;2.44;2;10
56832141;2.62;2;10
56832150;2.77;2;10
56835111;2.93;2;10
56835121;3.02;2;10
56835911;3.33;2;10
56835921;3.42;2;10
56835941;3.58;2;10
56836011;4.02;2;10
56836021;4.11;2;10
56836030;4.19;2;10
56836311;2.37;2;10
56836321;2.46;2;10
56836621;2.97;2;10
56836630;3.05;2;10
56836641;3.13;2;10
