211454;1.46;4;6
211455;1.76;4;6
149359;1.84;4;6
150050;1.64;4;6
226538;1.41;4;6
226606;6.23;4;6
226607;6.16;4;6
157376;10.73;4;6
174389;9.26;4;6
213689;2.36;4;6
213692;2.70;4;6
213707;2.52;4;6
213708;2.57;4;6
213753;3.11;4;6
213691;2.68;4;6
213693;2.34;4;6
213705;2.50;4;6
213706;2.55;4;6
213752;3.09;4;6
213058;3.85;4;6
213059;3.73;4;6
217915;4.10;4;6
213718;2.92;4;6
213719;3.15;4;6
213786;3.72;4;6
213839;3.28;4;6
213690;2.62;4;6
213696;2.98;4;6
213703;2.79;4;6
213704;2.85;4;6
213730;3.42;4;6
214105;3.70;4;6
214106;3.34;4;6
213739;3.30;4;6
213787;4.10;4;6
213856;3.66;4;6
214102;3.29;4;6
214103;2.92;4;6
214191;3.72;4;6
214321;3.31;4;6
214322;3.14;4;6
214323;3.40;4;6
214141;3.24;4;6
214142;2.88;4;6
214131;3.36;4;6
214132;3.00;4;6
214307;3.17;4;6
214319;3.29;4;6
214320;3.66;4;6
213585;2.03;4;6
213586;1.67;4;6
213587;2.20;4;6
215888;1.53;4;6
164607;2.72;4;6
164608;2.51;4;6
213727;3.31;4;6
213660;2.51;4;6
213782;2.99;4;6
148020;2.12;4;6
148021;2.12;4;6
148014;2.18;4;6
148015;2.37;4;6
148771;2.22;4;6
159114;2.35;4;6
199433;2.62;4;6
204159;2.07;4;6
209217;2.38;4;6
214294;2.32;4;6
214295;2.45;4;6
204248;3.03;4;6
112674;1.82;4;6
140215;2.35;4;6
148017;2.71;4;6
148772;2.56;4;6
112675;4.37;4;6
112740;4.24;4;6
124990;4.37;4;6
148018;2.07;4;6
213675;2.15;4;6
203958;2.80;4;6
203999;2.97;4;6
214184;3.33;4;6
112672;2.02;4;6
112737;2.17;4;6
112673;2.03;4;6
209648;4.00;4;6
225904;4.10;4;6
207423;2.54;4;6
207424;2.73;4;6
207425;2.52;4;6
207444;2.73;4;6
207445;2.88;4;6
207446;2.79;4;6
207448;3.10;4;6
207450;3.22;4;6
207451;3.14;4;6
156313;3.01;4;6
156340;2.89;4;6
154941;3.81;4;6
154942;4.08;4;6
154943;3.96;4;6
214002;4.63;4;6
168307;4.56;4;6
187926;4.35;4;6
203956;3.81;4;6
154211;3.32;4;6
154212;3.16;4;6
154213;3.32;4;6
203475;3.21;4;6
204405;3.04;4;6
204406;2.94;4;6
207854;3.23;4;6
214247;3.21;4;6
164792;3.78;4;6
210007;3.64;4;6
211337;3.37;4;6
213729;3.54;4;6
154939;3.74;4;6
154940;3.56;4;6
164389;3.83;4;6
164790;3.97;4;6
183173;4.20;4;6
213723;4.22;4;6
164840;3.30;4;6
164841;3.51;4;6
164842;3.45;4;6
213733;3.80;4;6
154240;2.54;4;6
154242;2.69;4;6
154243;2.63;4;6
164819;2.51;4;6
213688;2.86;4;6
167237;2.59;4;6
167238;2.74;4;6
167239;2.69;4;6
206656;2.60;4;6
206658;2.77;4;6
208438;2.78;4;6
209327;2.73;4;6
183630;2.92;4;6
183631;3.20;4;6
